Date,Open,High,Low,Close,Volume
12/07/2020,33.08,33.9,32.84,32.99,2975257
12/04/2020,32.69,33.56,32.6619,33.19,3061767
12/03/2020,31.9,32.77,31.73,32.4799,3683738
12/02/2020,31.49,33,31.47,32.13,3734151
12/01/2020,32.12,32.2,30.99,31.48,2610193
11/30/2020,32.54,32.82,31.62,32.2,4066956
11/27/2020,32.64,33.045,32.4099,32.78,1831581
11/25/2020,32.9799,33.56,32.38,33.04,4528764
11/24/2020,30.9,32.4,30.87,31.95,5325442
11/23/2020,29.8,30.02,29.47,29.51,3641904
11/20/2020,28.62,29.33,28.6,29.17,3838549
11/19/2020,28.66,28.99,28.28,28.85,2912287
11/18/2020,28.91,29.4299,28.68,28.76,4507436
11/17/2020,27.98,28.78,27.79,28.56,3660526
11/16/2020,28.98,29.06,28.13,28.39,4162745
11/13/2020,27.98,28.07,27.11,27.27,3500704
11/12/2020,29.24,29.64,28.175,28.24,4868356
11/11/2020,30.08,30.18,28.73,28.97,4868634
11/10/2020,28.29,28.77,27.87,28.64,8022172
11/09/2020,28.17,28.57,27.26,27.32,11168719
11/06/2020,25.32,25.3773,24.17,24.65,5204752
11/05/2020,26.33,26.81,25.72,25.87,4709244
11/04/2020,25.8,26.72,25.0799,26.41,5704176
11/03/2020,25.5799,25.655,24.69,25.18,4875062
11/02/2020,22.64,24.52,22.6168,24.46,6018205
10/30/2020,22.62,22.91,22.13,22.68,4078946
10/29/2020,22.02,23.3,21.7299,23.09,7530573
10/28/2020,24.46,24.73,23.89,24.38,8132089
10/27/2020,26.06,27.1378,25.91,26.67,4304377
10/26/2020,26.11,26.31,25.395,25.67,6022217
10/23/2020,28.23,28.26,26.86,27.04,4680165
10/22/2020,27.84,28.62,27.7868,28.15,3420052
10/21/2020,28.4761,28.75,27.16,27.44,6082494
10/20/2020,28.25,29.7,28.22,29.26,3501000
10/19/2020,28.89,29.16,28.41,28.48,3201401
10/16/2020,28.41,28.9038,27.94,28.7,2946006
10/15/2020,27.52,29.05,27.39,29.01,4616709
10/14/2020,29.02,29.27,28.83,29.12,3453305
10/13/2020,28.3,28.56,27.945,28.29,3079091
10/12/2020,28.21,28.22,27,27.66,4642077
10/09/2020,29.33,29.74,28.5,28.74,3980663
10/08/2020,29.39,29.647,28.8901,29.55,5252837
10/07/2020,27.96,28.33,27.44,28.29,4510054
10/06/2020,28.89,29.28,28.18,28.36,5707542
10/05/2020,27.05,28,26.8,27.62,8211321
10/02/2020,24.76,25.92,24.51,24.95,9953624
10/01/2020,27.44,27.6499,25.63,27,8677483
09/30/2020,27.78,28.84,27.66,28.45,4425387
09/29/2020,28.4325,28.47,26.515,27.25,6593238
09/28/2020,28.76,29.44,28.38,29.11,3306043
09/25/2020,28.45,28.86,28.18,28.49,2605081
09/24/2020,28.46,28.98,28.13,28.79,3713241
09/23/2020,28.5,29.38,27.87,27.92,5495285
09/22/2020,28.53,28.83,27.55,28.22,3752371
09/21/2020,29.19,29.38,27.26,28.41,5902798
09/18/2020,30.18,30.62,29.5807,29.89,3427853
09/17/2020,29.03,30.5478,28.81,30.26,4629493
09/16/2020,28.44,29.6119,28.19,29.38,5570936
09/15/2020,26.28,27.4686,26.05,27.1,6299551
09/14/2020,25.67,26.18,25.36,25.97,4490981
09/11/2020,26,26.6403,25.63,26.22,4261903
09/10/2020,26.59,27.0473,25.67,25.77,6868917
09/09/2020,25.8746,27.47,25.6101,26.91,7318135
09/08/2020,26,26.16,24.7803,25.7399,13460906
09/04/2020,31.14,31.22,29.0823,29.27,8637391
09/03/2020,30.58,31.88,30.34,31.62,6786379
09/02/2020,33.5833,33.6,31.5,32,9756003
09/01/2020,33.64,34.27,33.46,33.68,5458390
08/31/2020,34.17,34.1999,33.09,33.4099,6501223
08/28/2020,33.8,34.03,33.4,33.86,3306732
08/27/2020,34.2,34.2,32.8784,33.68,7489207
08/26/2020,34.57,34.82,34.07,34.33,3904815
08/25/2020,34.37,34.46,33.59,34.27,5883185
08/24/2020,32.99,33.45,32.8,33.06,4886994
08/21/2020,32.29,32.81,31.5,32.6,11397812
08/20/2020,32.35,33.54,31.81,33.42,9635856
08/19/2020,33.55,34.05,33.2184,33.74,4887572
08/18/2020,33.19,34.09,33.15,33.64,4576725
08/17/2020,32.89,34.11,32.81,33.93,5414863
08/14/2020,32.84,33.22,32.4135,33.05,5257829
08/13/2020,33.35,33.6983,32.87,33.17,4271678
08/12/2020,33.3,33.8499,32.96,33.42,7574681
08/11/2020,33.54,33.69,31.96,32,7765331
08/10/2020,32.69,33.08,32.28,32.65,6066102
08/07/2020,32.15,32.21,31.51,32.06,5883798
08/06/2020,33.6,33.7,32.63,32.78,5992448
08/05/2020,34.3,34.7199,32.74,32.96,7894675
08/04/2020,30.75,32.723,30.69,31.95,7200199
08/03/2020,30.6,31.6329,30.32,30.99,5945695
07/31/2020,30.42,30.64,29.42,30.44,5929583
07/30/2020,30.33,30.34,28.075,30.12,11535903
07/29/2020,31.7,32.02,31.365,31.65,4227682
07/28/2020,31.35,31.5401,30.9337,31.13,4343217
07/27/2020,31.12,32.24,30.33,31.96,8428555
07/24/2020,31.27,31.5,30.53,31.32,5365517
07/23/2020,31.75,32.5,30.69,31.38,6621000
07/22/2020,31.5,32.44,31.27,32.1599,4594800
07/21/2020,32.58,33.13,31.91,32.15,7234245
07/20/2020,30.26,31.01,29.5723,30.72,5216652
07/17/2020,30.86,31,29.86,30.67,4222072
07/16/2020,30.9,31.44,30.53,30.81,3886238
07/15/2020,30.73,31.61,30.117,31.19,7011600
07/14/2020,28.86,30.68,28.71,30.26,6468553
07/13/2020,30.52,30.83,29.19,29.45,6355549
07/10/2020,29.43,30.85,29.22,30.61,6172770
07/09/2020,30.71,30.77,28.8401,29.26,8590838
07/08/2020,30.63,31.15,30.22,30.95,6084455
07/07/2020,30.25,31,30.055,30.13,5306887
07/06/2020,30.17,31.14,30.1201,30.51,6673624
07/02/2020,30.25,30.74,29.26,30.02,9853857
07/01/2020,29.24,29.6401,28.44,29.28,8904056
06/30/2020,28.3,29.72,28.1101,28.68,8923617
06/29/2020,28.13,29.53,27.76,29.13,8140166
06/26/2020,27.86,27.9495,26.77,27.21,9014029
06/25/2020,26.92,28.6,26.68,28.49,9832834
06/24/2020,29.55,30.02,26.13,27.01,15746464
06/23/2020,31.57,31.84,30,30.34,11764575
06/22/2020,29.69,30.99,29.48,30.87,8907091
06/19/2020,30.22,30.63,27.81,29.3,15795367
06/18/2020,27.26,28.81,27.15,28.51,10083478
06/17/2020,27.59,28.1843,26.9401,27.2,9492385
06/16/2020,28.42,29.25,26.5893,27.93,17497789
06/15/2020,23.5799,26.78,23.39,26.52,13660728
06/12/2020,25.95,26.32,24.41,25.52,12305562
06/11/2020,25.9,26.64,24.22,25.02,21291836
06/10/2020,28.35,30.47,27.72,29.17,18124573
06/09/2020,27.77,29.43,27.49,28.9,12736992
06/08/2020,29.21,29.54,28.02,28.23,17472567
06/05/2020,29.4,30.29,29.24,29.77,15624547
06/04/2020,26.5,27.65,26.16,27.09,12913701
06/03/2020,26.43,27.64,25.64,26.55,20226634
06/02/2020,25.29,26.62,25.2,26.53,13664636
06/01/2020,23.71,25.3,23.575,25.14,16049106
05/29/2020,21.87,25.2,21.7,24.45,19610514
05/28/2020,21.96,23.46,21.41,22.65,15599619
05/27/2020,22.93,23.18,21.4,22.03,17424000
05/26/2020,23.78,24.1,22.66,23.69,14482641
05/22/2020,22.25,22.89,21.2007,22.85,14516104
05/21/2020,23.95,24,22.72,23.46,16793886
05/20/2020,22.15,23.15,21.97,22.96,17637022
05/19/2020,21.53,21.78,20.54,21.17,13234890
05/18/2020,21.16,22.13,20.57,21.43,18890686
05/15/2020,17.87,18.75,17.43,18.61,16565798
05/14/2020,16,17.55,15.81,17.19,13637494
05/13/2020,16.38,16.73,15.24,15.71,13538798
05/12/2020,16.69,16.84,15.93,16.13,13689850
05/11/2020,17.17,17.3299,15.9601,16.48,16140258
05/08/2020,16.7399,17.72,15.91,17.38,20585284
05/07/2020,17.65,17.7399,15.28,15.56,23491992
05/06/2020,16.75,17.034,15.38,16.2,22146506
05/05/2020,16.14,17.5704,16.1,17.51,22762901
05/04/2020,13.54,15,13.34,14.99,12701040
05/01/2020,14.05,14.5,13.35,13.92,15569052
04/30/2020,14.19,14.67,12.63,14.63,28013940
04/29/2020,12.92,13.5,12.59,12.83,23643582
04/28/2020,12.77,13.28,11.66,12.0399,25905518
04/27/2020,12.66,12.95,11.9,12.42,33163342
04/24/2020,17.75,18.21,15.8,16.53,18651467
04/23/2020,18.42,19.6,15.98,17.77,33183815
04/22/2020,16.59,18.44,15.46,15.66,36830386
04/21/2020,23.3,24.6899,11,14.57,51826995
04/20/2020,33.25,35.75,32,33.75,22558532
04/17/2020,39,40.7475,38.25,39.5,4631948
04/16/2020,41,41,36.75,40.7475,6138899
04/15/2020,42.5,43,40,41.75,6429456
04/14/2020,48.375,49,45,47,5014161
04/13/2020,51.25,53,49.5,50.7475,3948983
04/09/2020,59,66.75,48,50.5,10210136
04/08/2020,53.5,60,50.7475,59,5371097
04/07/2020,62.7475,64.25,49.75,53.5,5142180
04/06/2020,66.75,68.9975,61,63,4619281
04/03/2020,68.75,76.75,63.2475,74,5691469
04/02/2020,46.25,65.5,45,56.25,7070216
04/01/2020,40.25,42.5,38,42.25,1571708
03/31/2020,42.5,42.5,38.75,39.75,2084861
03/30/2020,39.625,41,35.75,39.75,3474527
03/27/2020,46,46.25,42.25,45,2525237
03/26/2020,54.5,55.75,48.75,52.25,1875588
03/25/2020,53.75,60,51,58.25,1230685
03/24/2020,58,58.25,52,56,1159613
03/23/2020,51.25,54.5,47.25,54.25,1597075
03/20/2020,64.5,66.6675,50.2475,56.4975,1873091
03/19/2020,54.75,78.5,51.75,67,1758797
03/18/2020,67.75,71,45,54.25,2287386
03/17/2020,97.5,101.375,85,86.75,868841
03/16/2020,99,109.75,96.25,98,796097
03/13/2020,128.25,136.75,116,130,605530
03/12/2020,112.25,125.25,112.0025,115.5,547641
03/11/2020,133.25,136.5,126.4975,131,505759
03/10/2020,136.75,145.75,128.5,142.25,828925
03/09/2020,138.75,157.5,116.5,117.25,1500508
03/06/2020,261,262,223.76,230,745651
03/05/2020,294,296,278.5,282.2475,186577
03/04/2020,311.25,312.6475,291,296.5,205278
03/03/2020,305.25,315.25,288.625,298,281094
03/02/2020,285.75,300,278.45,299.5,210031
02/28/2020,272,276.5,257.75,273.25,333630
02/27/2020,289.25,306.2525,282.5025,294,333596
02/26/2020,331.25,341.5,313.1725,318.75,300768
02/25/2020,355.5,356.25,332.5,333.75,212552
02/24/2020,347.5,358.75,341.75,354,255280
02/21/2020,377.75,386.0025,372,382.5,141877
02/20/2020,394.75,401.75,389.75,391.5,147296
02/19/2020,382.5,389.5,376,385,130217
02/18/2020,358,371.25,357.75,370.75,95800
02/14/2020,370.75,373,364,370.75,113670
02/13/2020,362,367.25,358,363.25,109461
02/12/2020,362,364.5,355.175,361.75,218903
02/11/2020,350,350.125,338.25,341.75,131239
02/10/2020,340.5,345.5,334,336,199712
02/07/2020,348.25,356.25,344.2475,347.75,149531
02/06/2020,351.25,359.25,345,357,139777
02/05/2020,358,367.25,348,355.25,250782
02/04/2020,353.75,355,335.625,338.25,226393
02/03/2020,358.25,364.5,340.75,342.75,309479
01/31/2020,367.25,374.4075,355.75,365.5,262811
01/30/2020,372.25,382,365.75,382,253174
01/29/2020,395.25,395.75,382,387.25,113225
01/28/2020,387.75,398.25,384.25,393.25,124569
01/27/2020,382.75,393.25,377.375,383.5,224497
01/24/2020,410.5,411.61,397.75,405.5,249324
01/23/2020,419.25,426.975,411.37,423.5,230181
01/22/2020,451.5,451.5,439,441,165301
01/21/2020,465.75,474.25,464.75,466.5,55428
01/17/2020,474,476.75,467.025,473,61918
01/16/2020,464.495,475.5,463.7525,470.5,66215
01/15/2020,464.75,465.25,453,461.625,80219
01/14/2020,469.25,472.75,464.75,469.25,81860
01/13/2020,472.25,472.5,461,463.75,103360
01/10/2020,482.25,485.75,474.7475,479.75,66034
01/09/2020,483.245,490,471,486.25,116297
01/08/2020,532.5,534,478,498.75,250868
01/07/2020,535.75,542,528.75,536.75,99707
01/06/2020,551.75,553.25,536.625,540.25,119189
01/03/2020,548,551.75,529.75,541.5,179763
01/02/2020,510.75,514.75,503.5,512,68708
12/31/2019,504.75,523.25,503.34,511.5,53998
12/30/2019,529.5,530.175,510.75,518.75,59969
12/27/2019,522.5,524.5,514.25,521.25,41080
12/26/2019,514.25,523.25,514.2475,519.5,34229
12/24/2019,507.5,512,506.8625,510,20315
12/23/2019,497.25,505.9975,496,505,40245
12/20/2019,505.9975,505.9975,494.25,499,64811
12/19/2019,507.25,514,504.335,508.5,37003
12/18/2019,499.5,509.5,497,505.75,51212
12/17/2019,498.75,507,498.75,504.5,46375
12/16/2019,493.75,496.5,492.25,493.75,41545
12/13/2019,480.9975,498.25,479.25,486.25,84113
12/12/2019,472.75,485,472.25,477.25,67501
12/11/2019,475,477.3325,459.75,471.5,67215
12/10/2019,472.75,482.25,470,479,58264
12/09/2019,469,478,468.59,474.5,53369
12/06/2019,458.5,487.2475,458.5,474.25,124059
12/05/2019,473,475.5,460.5,464.495,93319
12/04/2019,454.75,468,453.5025,464.495,171903
12/03/2019,425.75,439.75,420,432.25,139436
12/02/2019,434.25,435.495,422.4325,426.995,98620
11/29/2019,446.5,446.75,416.75,422,147638
11/27/2019,464.25,468.4975,452.5,461.5,59087
11/26/2019,465.75,469,457.75,466,59581
11/25/2019,454.25,462.5,449.5,459.75,65141
11/22/2019,466.75,468,452.25,460,65229
11/21/2019,456.25,470.745,455.25,466.75,105559
11/20/2019,428.25,450.5,425.1275,445.25,140297
11/19/2019,431.75,433.75,417,421,142777
11/18/2019,452.5,454,440.25,445,106457
11/15/2019,444.25,462.75,443.9125,459.75,73811
11/14/2019,456.25,458.3425,442.25,446.25,64498
11/13/2019,439.25,455.25,438.5,450.5,76141
11/12/2019,451,455.115,439.495,444,76356
11/11/2019,437.2475,451.75,436.75,444.5,72822
11/08/2019,433,453.25,426.75,452.5,122263
11/07/2019,451.5,459.25,443.4975,444.75,98819
11/06/2019,451.5,459.75,433.09,439,136013
11/05/2019,448.75,454.625,447.5,449,61537
11/04/2019,448.75,453,438,440,97845
11/01/2019,415.25,436.6,414.25,432.5,147289
10/31/2019,410.75,411.625,398.75,404,113213
10/30/2019,424.5,424.7475,410,415.5,121441
10/29/2019,415,432,414,425.25,93289
10/28/2019,444,446.7475,426.3425,429.75,77743
10/25/2019,433.5,443.75,426.25,443,91902
10/24/2019,433.245,440,431.25,435.5,82956
10/23/2019,402.75,432.75,402.25,428.5,212657
10/22/2019,405,413.75,400.25,407.25,134230
10/21/2019,385.75,398.75,385.5,396.75,81984
10/18/2019,405.75,409,392.75,398.5,81165
10/17/2019,387.75,404.25,383.5,402.5,94996
10/16/2019,385,399,385,393.5,65864
10/15/2019,393.5,399.75,384.3425,387.75,90295
10/14/2019,394,398.25,385,395.75,103008
10/11/2019,399.75,415,399.75,411.5,184422
10/10/2019,389.75,396.75,385.39,395.25,128841
10/09/2019,393,396.1275,376.75,381.25,150489
10/08/2019,372.75,383.25,369.75,375.5,176974
10/07/2019,391,401.01,380.25,384.25,136980
10/04/2019,386.25,390.825,372.4425,384.25,145003
10/03/2019,370.25,380.4725,357,376.75,225831
10/02/2019,396,396,374,381,199054
10/01/2019,410,412.2475,387,395,221005
09/30/2019,419,425.5,400.75,405.5,201446
09/27/2019,423.5,443.0025,421.75,430,180621
09/26/2019,432.25,441.5,422.5,439.75,148251
09/25/2019,429.75,441.75,425.75,439.75,130469
09/24/2019,465,466.75,444.75,447.5,127179
09/23/2019,467,474.25,459,471.25,90825
09/20/2019,473.75,480,462.2475,470.5,94959
09/19/2019,474,477.5,464.3325,470.5,101999
09/18/2019,465.75,476.4125,456.625,463.25,145638
09/17/2019,531.25,531.75,467.25,478.25,430201
09/16/2019,501.25,549.7475,498,523.25,513316
09/13/2019,427.5,429.25,418.96,422.75,84938
09/12/2019,413.25,428.5,410.845,425.75,241875
09/11/2019,465.25,470,433.375,440.75,223941
09/10/2019,475,483.2475,458.2475,463.25,129523
09/09/2019,460,473.25,457.5,471,151866
09/06/2019,424.7475,454.25,421.25,448.25,123330
09/05/2019,450,465.75,439.3,442,165201
09/04/2019,428.75,447,428.5,443,225686
09/03/2019,397.5,410,391.25,407.5,222081
08/30/2019,446,446.75,416.25,424,212177
08/29/2019,439,451.7875,438.405,447.75,111349
08/28/2019,444.75,449.7475,432.5,437.75,133761
08/27/2019,411,425.5,405.5,423.5,120570
08/26/2019,424.25,428,403.25,406.75,189319
08/23/2019,408.75,421.25,398.25,407.75,267875
08/22/2019,441.25,443.75,422.75,430,114005
08/21/2019,454,456.25,433,437.2475,101458
08/20/2019,432.25,444.5,424.015,437.5,114345
08/19/2019,433.75,440.5,426.9975,438,161945
08/16/2019,417.75,422.25,410.75,418.75,103149
08/15/2019,413,421.5,407.25,415,127373
08/14/2019,426,430.9975,408.5,425.75,160011
08/13/2019,417.75,461.75,416,457,180308
08/12/2019,420.25,425.25,412.2475,420,97535
08/09/2019,410.5,421.25,408.75,413.25,179489
08/08/2019,385,393.25,379.895,390.5,106788
08/07/2019,382.5,386.5025,358.875,384,474032
08/06/2019,426.75,428.25,402.75,407.5,117328
08/05/2019,418,436,417.25,423.75,157602
08/02/2019,440,440.75,429.625,430.5,156354
08/01/2019,465.5,465.875,405.4875,419.75,435089
07/31/2019,488,491.75,476,478.5,131645
07/30/2019,464,483.2475,461.75,482,107326
07/29/2019,458.2475,463.25,443.25,462.75,136400
07/26/2019,448,453.25,441.25,449,104320
07/25/2019,455,457.75,443.995,444.5,105031
07/24/2019,461.25,472.3475,435.5,444.75,190891
07/23/2019,451.25,462,444.375,461,96178
07/22/2019,447,453,443.75,451.75,127448
07/19/2019,443,451.9975,432.5,449.5,146155
07/18/2019,460.25,461.25,428,442.75,211192
07/17/2019,485.5,485.5,456.75,458,168972
07/16/2019,507.5,516,465.25,482.5,178628
07/15/2019,527.5,527.5,501.25,502.75,79936
07/12/2019,518.75,525,513.75,519.5,65321
07/11/2019,523.75,529.25,517,522.25,79179
07/10/2019,505.5,523.75,503.5,521,179050
07/09/2019,477.5,482.5,472.75,482.25,104531
07/08/2019,478,489.4975,471.75,474,146654
07/05/2019,467.5,477.5,465,475.25,100361
07/03/2019,465.25,467.75,452.0625,461.5,66352
07/02/2019,496.75,496.805,451.0175,456.5,197063
07/01/2019,514.25,515.5,488.75,501.5,161056
06/28/2019,506.75,508.2475,478.75,483,124429
06/27/2019,503.5,511.75,501.75,504,89105
06/26/2019,503,514.25,500,503.5,163015
06/25/2019,483,488.75,475.7475,480.75,112411
06/24/2019,476,483.0875,462.75,480.75,176249
06/21/2019,469.75,479,469.25,477.5,134138
06/20/2019,457,472,452.25,469.25,197464
06/19/2019,415.25,430,413.25,429.5,146931
06/18/2019,405.5,428.5,404.25,424.25,187368
06/17/2019,397,403.75,389,394.25,133194
06/14/2019,402.5,411.25,398,403.75,115289
06/13/2019,413.25,413.5,394.25,399,222571
06/12/2019,400,401.75,377.17,382,252869
06/11/2019,423,424.825,411.4975,416.75,126863
06/10/2019,426.75,435.5,412.125,416.25,123733
06/07/2019,407,431.5,406.25,426.75,186226
06/06/2019,390.5,416,384.5,414.25,162757
06/05/2019,411.5,411.5,374.75,392.5,246839
06/04/2019,415.5,424.25,406.775,421,112241
06/03/2019,433.5,434.5,407,409.75,114056
05/31/2019,445.5,452.3325,413.25,416.75,313041
05/30/2019,513.25,515,467.5,470,236078
05/29/2019,493.4975,513.75,476.25,511.75,279947
05/28/2019,520.7475,521.5,506.75,509.5,111671
05/24/2019,509,510.375,487.75,510.25,90891
05/23/2019,523.25,523.25,484.085,498.25,270273
05/22/2019,577.5,583.75,551,555.75,157567
05/21/2019,588.25,594,583.75,590,51376
05/20/2019,590.25,598,582.25,592.25,133764
05/17/2019,593.75,601.75,582.25,585.75,90149
05/16/2019,587.75,600.25,586.5,592,71685
05/15/2019,559.5,579.5,558.5,577.25,85353
05/14/2019,565,574.25,562.75,567,71746
05/13/2019,591.5,596.5,547.75,550.75,179042
05/10/2019,562,573,560.75,565,80122
05/09/2019,564.4975,568,551.9975,563.5,104990
05/08/2019,560.5,577.75,557.75,570,106538
05/07/2019,561,566,547,556.75,129018
05/06/2019,562.5,588.75,561.25,586,82020
05/03/2019,568.4975,580.25,566.36,567.75,90390
05/02/2019,572.75,574.5675,551.75,563,217930
05/01/2019,605.5,607.25,585.875,600.25,79845
04/30/2019,610.75,612,595.7475,606.5,100532
04/29/2019,594,602.75,585.75,600.75,75785
04/26/2019,614.75,614.75,575.75,588,219618
04/25/2019,642.5,646.2625,626.5,628.25,66032
04/24/2019,653,653.25,640.5,642,72209
04/23/2019,642.5,654.915,642.5,651.25,84033
04/22/2019,636,644.75,634.25,639,117382
04/18/2019,608.5,611.25,601.9975,610.5,59060
04/17/2019,614.75,615.7975,605,606.5,108304
04/16/2019,602.5,614.9525,594,614.25,98424
04/15/2019,602.25,607,595,603,87947
04/12/2019,614.4975,616.75,607.25,609,90760
04/11/2019,611.75,615.25,597.5,605,175487
04/10/2019,615,621.75,610,618.25,70595
04/09/2019,611.75,613.615,601.75,609.25,81515
04/08/2019,601.25,616,601.25,615.75,130170
04/05/2019,580.25,595.7475,578.5,595,139320
04/04/2019,579.75,585,569.25,573.75,91861
04/03/2019,581.75,586.25,572.25,580.25,126476
04/02/2019,571,585,568.75,583,122443
04/01/2019,548.25,566,544.75,565,101069
03/29/2019,542.75,543.25,530.9975,538.25,78353
03/28/2019,508.75,525,508.5,524.5,110648
03/27/2019,536.5,539.2575,514.4975,524.25,98246
03/26/2019,537.2475,542,529.75,536,105568
03/25/2019,512,524,503.75,517,113424
03/22/2019,522.75,522.75,505.25,516.5,170419
03/21/2019,537.2475,542.75,530,532.5,81207
03/20/2019,519.5,540.5,518.25,538.25,122034
03/19/2019,529,531.25,516.75,519.75,91659
03/18/2019,516,527.5,514.2225,523.5,78557
03/15/2019,504.5,516.8325,502.25,513.75,82485
03/14/2019,514.75,519,508.5,514.25,68469
03/13/2019,500.5,514.375,500.2525,512.75,193354
03/12/2019,493.75,498.505,485.495,487.75,104897
03/11/2019,487,489.4975,479,486.25,104976
03/08/2019,457.25,476.25,448.25,475,220690
03/07/2019,484.25,486,478,482,74592
03/06/2019,474.7475,480.875,465,477.5,108562
03/05/2019,490.5,491.875,479,482.5,71822
03/04/2019,485.5,490.7625,472.7475,482,98471
03/01/2019,494.5,500.75,467,470.7475,182704
02/28/2019,492.5,498.25,487,494.5,63442
02/27/2019,486.25,498.25,480.75,491,123268
02/26/2019,468,475.4275,464,470.5,89795
02/25/2019,478.75,482.25,460.75,465.75,158655
02/22/2019,501.25,505.9975,496.25,496.75,80549
02/21/2019,493,496.5,487.5,491.5,72351
02/20/2019,478.5,503,478.5,495.25,98345
02/19/2019,473.5,485.25,472.25,484,82287
02/15/2019,471.5,480.9975,468.75,480,123827
02/14/2019,445.7475,460.495,438.25,459.5,139101
02/13/2019,446.5,459.75,446.5,450.75,132623
02/12/2019,449,450,433.75,436.25,125711
02/11/2019,412,428,406.25,424,134661
02/08/2019,432.25,433.5,421,429.5,103053
02/07/2019,443.25,446,414.25,428.5,161588
02/06/2019,440,455.5,434.5,449.5,135910
02/05/2019,445.5,461.5,442.25,445.7475,160559
02/04/2019,454,464.75,439,463.25,179606
02/01/2019,455,478.75,455,473.75,134573
